category,split,object_name,filesize_bytes,source_url
Bottles and Cans and Cups,train,Mastic_Gum,5852598,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Mastic_Gum.zip
Bottles and Cans and Cups,train,PhosphOmega,7320851,https://fuel.gazebosim.org/1.0/GoogleResearch/models/PhosphOmega.zip
Bottles and Cans and Cups,train,Theanine,7750468,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Theanine.zip
Bottles and Cans and Cups,train,Twinlab_100_Whey_Protein_Fuel_Chocolate,10987698,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Twinlab_100_Whey_Protein_Fuel_Chocolate.zip
Bottles and Cans and Cups,train,Twinlab_100_Whey_Protein_Fuel_Cookies_and_Cream,11382399,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Twinlab_100_Whey_Protein_Fuel_Cookies_and_Cream.zip
Bottles and Cans and Cups,train,5_HTP,6948043,https://fuel.gazebosim.org/1.0/GoogleResearch/models/5_HTP.zip
Bottles and Cans and Cups,train,Jarrow_Glucosamine_Chondroitin_Combination_120_Caps,6760818,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Jarrow_Glucosamine_Chondroitin_Combination_120_Caps.zip
Bottles and Cans and Cups,train,Quercetin_500,6815558,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Quercetin_500.zip
Bottles and Cans and Cups,train,JarroDophilusFOS_Value_Size,7437733,https://fuel.gazebosim.org/1.0/GoogleResearch/models/JarroDophilusFOS_Value_Size.zip
Bottles and Cans and Cups,train,Folic_Acid,7292396,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Folic_Acid.zip
Bottles and Cans and Cups,train,Creatine_Monohydrate,8490208,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Creatine_Monohydrate.zip
Bottles and Cans and Cups,train,Beta_Glucan,6280843,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Beta_Glucan.zip
Bottles and Cans and Cups,train,LTyrosine,6432572,https://fuel.gazebosim.org/1.0/GoogleResearch/models/LTyrosine.zip
Bottles and Cans and Cups,train,Jarrow_Formulas_Glucosamine_Hci_Mega_1000_100_ct,8148348,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Jarrow_Formulas_Glucosamine_Hci_Mega_1000_100_ct.zip
Bottles and Cans and Cups,train,Twinlab_Nitric_Fuel,9706096,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Twinlab_Nitric_Fuel.zip
Bottles and Cans and Cups,train,Threshold_Porcelain_Spoon_Rest_White,3293790,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Threshold_Porcelain_Spoon_Rest_White.zip
Bottles and Cans and Cups,train,Blackcurrant_Lutein,7305562,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Blackcurrant_Lutein.zip
Bottles and Cans and Cups,test,Saccharomyces_Boulardii_MOS_Value_Size,6112287,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Saccharomyces_Boulardii_MOS_Value_Size.zip
Bottles and Cans and Cups,test,Marc_Anthony_True_Professional_Strictly_Curls_Curl_Defining_Lotion,10464344,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Marc_Anthony_True_Professional_Strictly_Curls_Curl_Defining_Lotion.zip
Bottles and Cans and Cups,test,QAbsorb_CoQ10,6261966,https://fuel.gazebosim.org/1.0/GoogleResearch/models/QAbsorb_CoQ10.zip
Bottles and Cans and Cups,test,Weston_No_22_Cajun_Jerky_Tonic_12_fl_oz_nLj64ZnGwDh,7749136,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Weston_No_22_Cajun_Jerky_Tonic_12_fl_oz_nLj64ZnGwDh.zip
Bottles and Cans and Cups,test,Xyli_Pure_Xylitol,6323034,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Xyli_Pure_Xylitol.zip
Bottles and Cans and Cups,test,Lactoferrin,6509518,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Lactoferrin.zip
Bottles and Cans and Cups,test,CoQ10_BjTLbuRVt1t,6117102,https://fuel.gazebosim.org/1.0/GoogleResearch/models/CoQ10_BjTLbuRVt1t.zip
Bottles and Cans and Cups,test,Whey_Protein_Vanilla,6372460,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Whey_Protein_Vanilla.zip
Bag,train,Wishbone_Pencil_Case,11972325,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Wishbone_Pencil_Case.zip
Bag,train,Olive_Kids_Birdie_Lunch_Box,8946155,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Olive_Kids_Birdie_Lunch_Box.zip
Bag,train,Olive_Kids_Dinosaur_Land_Sidekick_Backpack,10060821,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Olive_Kids_Dinosaur_Land_Sidekick_Backpack.zip
Bag,train,Olive_Kids_Trains_Planes_Trucks_Munch_n_Lunch_Bag,12810301,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Olive_Kids_Trains_Planes_Trucks_Munch_n_Lunch_Bag.zip
Bag,train,Olive_Kids_Birdie_Sidekick_Backpack,7792825,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Olive_Kids_Birdie_Sidekick_Backpack.zip
Bag,train,Olive_Kids_Game_On_Pack_n_Snack,7901620,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Olive_Kids_Game_On_Pack_n_Snack.zip
Bag,train,Paul_Frank_Dot_Lunch_Box,13393603,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Paul_Frank_Dot_Lunch_Box.zip
Bag,train,Olive_Kids_Dinosaur_Land_Pack_n_Snack,8649351,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Olive_Kids_Dinosaur_Land_Pack_n_Snack.zip
Bag,train,Pinwheel_Pencil_Case,13855255,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Pinwheel_Pencil_Case.zip
Bag,train,US_Army_Stash_Lunch_Bag,13686195,https://fuel.gazebosim.org/1.0/GoogleResearch/models/US_Army_Stash_Lunch_Bag.zip
Bag,train,Olive_Kids_Dinosaur_Land_Munch_n_Lunch,10841423,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Olive_Kids_Dinosaur_Land_Munch_n_Lunch.zip
Bag,train,Olive_Kids_Game_On_Munch_n_Lunch,10950991,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Olive_Kids_Game_On_Munch_n_Lunch.zip
Bag,train,Olive_Kids_Birdie_Munch_n_Lunch,9862144,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Olive_Kids_Birdie_Munch_n_Lunch.zip
Bag,train,Olive_Kids_Game_On_Lunch_Box,13161966,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Olive_Kids_Game_On_Lunch_Box.zip
Bag,train,Olive_Kids_Butterfly_Garden_Pencil_Case,9823932,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Olive_Kids_Butterfly_Garden_Pencil_Case.zip
Bag,train,Olive_Kids_Trains_Planes_Trucks_Bogo_Backpack,8431015,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Olive_Kids_Trains_Planes_Trucks_Bogo_Backpack.zip
Bag,train,Horse_Dreams_Pencil_Case,13082919,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Horse_Dreams_Pencil_Case.zip
Bag,train,Jansport_School_Backpack_Blue_Streak,8958755,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Jansport_School_Backpack_Blue_Streak.zip
Bag,train,Olive_Kids_Robots_Pencil_Case,12742105,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Olive_Kids_Robots_Pencil_Case.zip
Bag,train,Olive_Kids_Butterfly_Garden_Munch_n_Lunch_Bag,11420741,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Olive_Kids_Butterfly_Garden_Munch_n_Lunch_Bag.zip
Bag,test,Olive_Kids_Mermaids_Pack_n_Snack_Backpack,10752366,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Olive_Kids_Mermaids_Pack_n_Snack_Backpack.zip
Bag,test,Digital_Camo_Double_Decker_Lunch_Bag,12403943,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Digital_Camo_Double_Decker_Lunch_Bag.zip
Bag,test,Horses_in_Pink_Pencil_Case,15025365,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Horses_in_Pink_Pencil_Case.zip
Bag,test,Olive_Kids_Dinosaur_Land_Lunch_Box,12041784,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Olive_Kids_Dinosaur_Land_Lunch_Box.zip
Bag,test,Olive_Kids_Paisley_Pencil_Case,12699494,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Olive_Kids_Paisley_Pencil_Case.zip
Bag,test,Olive_Kids_Birdie_Pack_n_Snack,12133837,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Olive_Kids_Birdie_Pack_n_Snack.zip
Bag,test,Big_Dot_Pink_Pencil_Case,11241845,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Big_Dot_Pink_Pencil_Case.zip
Bag,test,Big_Dot_Aqua_Pencil_Case,13598313,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Big_Dot_Aqua_Pencil_Case.zip
Board Games,train,Tetris_Link_Game,13417082,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Tetris_Link_Game.zip
Board Games,train,Pass_The_Popcorn_Movie_Guessing_Game,13818811,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Pass_The_Popcorn_Movie_Guessing_Game.zip
Board Games,train,Frozen_Scrabble_Jr,12438103,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Frozen_Scrabble_Jr.zip
Board Games,train,Supernatural_Ouija_Board_Game,17051866,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Supernatural_Ouija_Board_Game.zip
Board Games,train,Hasbro_Monopoly_Hotels_Game,15216948,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Hasbro_Monopoly_Hotels_Game.zip
Board Games,train,Hasbro_Trivial_Pursuit_Family_Edition_Game,12567970,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Hasbro_Trivial_Pursuit_Family_Edition_Game.zip
Board Games,train,Connect_4_Launchers,12333542,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Connect_4_Launchers.zip
Board Games,train,Balderdash_Game,12789836,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Balderdash_Game.zip
Board Games,train,Frozen_Olafs_In_Trouble_PopOMatic_Game_OEu83W9T8pD,9497417,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Frozen_Olafs_In_Trouble_PopOMatic_Game_OEu83W9T8pD.zip
Board Games,train,LEGO_Fusion_Set_Town_Master,18969278,https://fuel.gazebosim.org/1.0/GoogleResearch/models/LEGO_Fusion_Set_Town_Master.zip
Board Games,train,Nightmare_Before_Christmas_Collectors_Edition_Operation,18524724,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Nightmare_Before_Christmas_Collectors_Edition_Operation.zip
Board Games,train,Winning_Moves_1180_Aggravation_Board_Game,17564823,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Winning_Moves_1180_Aggravation_Board_Game.zip
Board Games,test,My_Monopoly_Board_Game,16571908,https://fuel.gazebosim.org/1.0/GoogleResearch/models/My_Monopoly_Board_Game.zip
Board Games,test,Mad_Gab_Refresh_Card_Game,10317561,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Mad_Gab_Refresh_Card_Game.zip
Board Games,test,Clue_Board_Game_Classic_Edition,23175517,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Clue_Board_Game_Classic_Edition.zip
Board Games,test,Frozen_Olafs_In_Trouble_PopOMatic_Game,11561860,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Frozen_Olafs_In_Trouble_PopOMatic_Game.zip
Board Games,test,Sorry_Sliders_Board_Game,15920706,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Sorry_Sliders_Board_Game.zip
Action Figures,train,Teenage_Mutant_Ninja_Turtles_Rahzar_Action_Figure,10250255,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Teenage_Mutant_Ninja_Turtles_Rahzar_Action_Figure.zip
Action Figures,train,Playmates_nickelodeon_teenage_mutant_ninja_turtles_shredder,10382374,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Playmates_nickelodeon_teenage_mutant_ninja_turtles_shredder.zip
Action Figures,train,Nickelodeon_Teenage_Mutant_Ninja_Turtles_Leonardo,8839504,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Nickelodeon_Teenage_Mutant_Ninja_Turtles_Leonardo.zip
Action Figures,train,Dino_3,17329483,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Dino_3.zip
Action Figures,train,Dino_4,12465461,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Dino_4.zip
Action Figures,train,SpiderMan_Titan_Hero_12Inch_Action_Figure_oo1qph4wwiW,6458997,https://fuel.gazebosim.org/1.0/GoogleResearch/models/SpiderMan_Titan_Hero_12Inch_Action_Figure_oo1qph4wwiW.zip
Action Figures,train,Imaginext_Castle_Ogre,9786175,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Imaginext_Castle_Ogre.zip
Action Figures,train,Marvel_Avengers_Titan_Hero_Series_Doctor_Doom,13202684,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Marvel_Avengers_Titan_Hero_Series_Doctor_Doom.zip
Action Figures,train,Dino_5,13485649,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Dino_5.zip
Action Figures,train,Nickelodeon_Teenage_Mutant_Ninja_Turtles_Michelangelo,8792779,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Nickelodeon_Teenage_Mutant_Ninja_Turtles_Michelangelo.zip
Action Figures,train,Schleich_Spinosaurus_Action_Figure,10941607,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Schleich_Spinosaurus_Action_Figure.zip
Action Figures,train,SpiderMan_Titan_Hero_12Inch_Action_Figure_5Hnn4mtkFsP,9064845,https://fuel.gazebosim.org/1.0/GoogleResearch/models/SpiderMan_Titan_Hero_12Inch_Action_Figure_5Hnn4mtkFsP.zip
Action Figures,test,Playmates_Industrial_CoSplinter_Teenage_Mutant_Ninja_Turtle_Action_Figure,8275196,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Playmates_Industrial_CoSplinter_Teenage_Mutant_Ninja_Turtle_Action_Figure.zip
Action Figures,test,Nickelodeon_Teenage_Mutant_Ninja_Turtles_Raphael,9267784,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Nickelodeon_Teenage_Mutant_Ninja_Turtles_Raphael.zip
Action Figures,test,Avengers_Thor_PLlrpYniaeB,4736870,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Avengers_Thor_PLlrpYniaeB.zip
Action Figures,test,Guardians_of_the_Galaxy_Galactic_Battlers_Rocket_Raccoon_Figure,8906358,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Guardians_of_the_Galaxy_Galactic_Battlers_Rocket_Raccoon_Figure.zip
Action Figures,test,Schleich_Lion_Action_Figure,9633109,https://fuel.gazebosim.org/1.0/GoogleResearch/models/Schleich_Lion_Action_Figure.zip
